Transaction Date,Post Date,Description,Category,Type,Amount
08/29/2018,08/31/2018,QFC 5820,Groceries,Sale,-7.50
08/29/2018,08/30/2018,OTO SUSHI REDMOND,Food & Drink,Sale,-13.15
08/29/2018,08/29/2018,SENOR TACO,Food & Drink,Sale,-10.08
08/29/2018,08/29/2018,Payment Thank You - Web,,Payment,1302.09
08/27/2018,08/28/2018,Amazon.com,Shopping,Sale,-22.88
08/24/2018,08/27/2018,GYRO TO GO,Food & Drink,Sale,-9.06
08/25/2018,08/27/2018,SAFEWAY #0464,Groceries,Sale,-14.20
08/26/2018,08/27/2018,QFC 5820,Groceries,Sale,-3.86
08/23/2018,08/26/2018,TACO BELL 031340,Food & Drink,Sale,-8.78
08/25/2018,08/26/2018,WAL-MART #3098,Groceries,Sale,-13.40
08/25/2018,08/26/2018,QFC 5820,Groceries,Sale,-43.19
08/23/2018,08/24/2018,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-168.76
08/20/2018,08/22/2018,SDOT PAYBYPHONE PARKING,Travel,Sale,-4.00
08/21/2018,08/22/2018,WM SUPERCENTER #3098,Groceries,Sale,-15.96
08/22/2018,08/22/2018,SENOR TACO,Food & Drink,Sale,-10.08
08/20/2018,08/21/2018,TST* HOMEGROWN 1007,Food & Drink,Sale,-13.15
08/19/2018,08/20/2018,UBER   *TRIP BHPGN,Travel,Sale,-39.52
08/19/2018,08/20/2018,QFC 5820,Groceries,Sale,-42.97
08/19/2018,08/20/2018,COSTCO WHSE #1225,Shopping,Sale,-38.76
08/19/2018,08/20/2018,DOLLARTREE,Shopping,Sale,-4.45
08/18/2018,08/19/2018,G-MIAMI FOOD AIRPORT,Food & Drink,Sale,-13.32
08/18/2018,08/19/2018,JUAN VALDEZ CAFE 93 AC,Food & Drink,Sale,-7.04
08/18/2018,08/19/2018,EINSTEIN BRO BAGELS 6229,Food & Drink,Sale,-13.35
08/10/2018,08/13/2018,CHARLOTTE 2076A,Shopping,Sale,-5.35
08/09/2018,08/12/2018,SBC-CONCOURSE D Q02,Food & Drink,Sale,-3.51
08/09/2018,08/12/2018,AMERICAN AIR0010264727357,Travel,Sale,-25.00
08/09/2018,08/12/2018,THE HOME DEPOT 4723,Home,Sale,-6.58
08/10/2018,08/12/2018,BURGER KING #8633,Food & Drink,Sale,-8.53
08/10/2018,08/10/2018,UBER   *TRIP 6WINI,Travel,Sale,-16.54
08/10/2018,08/10/2018,UBER   *TRIP 6WINI,Travel,Sale,-3.00
08/08/2018,08/10/2018,THE HOME DEPOT 4723,Home,Sale,-39.51
08/08/2018,08/10/2018,PHO HOA  JAZEN TEA,Food & Drink,Sale,-14.81
08/10/2018,08/10/2018,SQ *GREAT AMERICAN BAGEL,Food & Drink,Sale,-15.96
08/07/2018,08/09/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
08/08/2018,08/09/2018,Rebtel,Bills & Utilities,Sale,-10.00
08/09/2018,08/09/2018,GOOGLE *YouTube Premiu,Bills & Utilities,Sale,-11.99
08/08/2018,08/09/2018,Rebtel,Bills & Utilities,Sale,-10.00
08/06/2018,08/07/2018,WAL-MART #3098,Groceries,Sale,-23.94
08/06/2018,08/07/2018,Rebtel,Bills & Utilities,Sale,-10.00
08/06/2018,08/07/2018,Rebtel,Bills & Utilities,Sale,-10.00
08/05/2018,08/07/2018,BAI TONG,Food & Drink,Sale,-23.13
08/07/2018,08/07/2018,SENOR TACO,Food & Drink,Sale,-12.28
08/05/2018,08/07/2018,TORERO'S,Food & Drink,Sale,-14.42
08/04/2018,08/06/2018,VIADOLCE GELATO,Food & Drink,Sale,-4.40
08/05/2018,08/06/2018,MOD PIZZA REDMOND 8 BM,Food & Drink,Sale,-9.10
08/05/2018,08/06/2018,24HOUR FITNESS USA INC,Entertainment,Sale,-43.79
08/04/2018,08/06/2018,SHELL OIL 10005968002,Gas,Sale,-2.20
08/05/2018,08/06/2018,COSTCO GAS #1225,Gas,Sale,-34.04
08/05/2018,08/06/2018,QFC 5820,Groceries,Sale,-33.73
08/02/2018,08/05/2018,TACO BELL 031340,Food & Drink,Sale,-8.99
08/03/2018,08/05/2018,Rebtel,Bills & Utilities,Sale,-10.00
08/04/2018,08/05/2018,MARTINS MARKETPLACE,Groceries,Sale,-7.84
08/03/2018,08/05/2018,COSTCO GAS #1225,Gas,Sale,-7.73
08/01/2018,08/03/2018,THAI 65 CAFE,Food & Drink,Sale,-15.25
08/03/2018,08/03/2018,WAVE,Bills & Utilities,Sale,-70.00
08/01/2018,08/02/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/31/2018,08/02/2018,TARGET        00009951,Shopping,Sale,-21.63
08/01/2018,08/02/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/31/2018,08/01/2018,WAL-MART #3098,Groceries,Sale,-15.96
07/30/2018,07/31/2018,COSTCO GAS #1225,Gas,Sale,-48.34
07/30/2018,07/31/2018,PUGET SOUND ENERGY,Bills & Utilities,Sale,-43.89
07/29/2018,07/30/2018,QFC 5820,Groceries,Sale,-33.13
07/29/2018,07/29/2018,Payment Thank You - Web,,Payment,2853.85
07/28/2018,07/29/2018,COSTCO WHSE #1225,Shopping,Sale,-43.04
07/27/2018,07/29/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/27/2018,07/29/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-31.89
07/28/2018,07/29/2018,QFC 5820,Groceries,Sale,-24.46
07/26/2018,07/29/2018,QFC 5820,Groceries,Sale,-10.65
07/25/2018,07/27/2018,QFC 5820,Groceries,Sale,-4.99
07/26/2018,07/27/2018,Rebtel,Bills & Utilities,Sale,-20.00
07/26/2018,07/27/2018,DANCEWORKS STUDIO,Entertainment,Sale,-15.00
07/26/2018,07/27/2018,Rebtel,Bills & Utilities,Sale,-20.00
07/26/2018,07/27/2018,MS CAFE 83    18304915,Food & Drink,Sale,-5.30
07/24/2018,07/26/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
07/23/2018,07/25/2018,QFC 5820,Groceries,Sale,-3.99
07/23/2018,07/24/2018,TMOBILE*AUTO PAY,Bills & Utilities,Sale,-190.43
07/22/2018,07/24/2018,06 BARTELL DRUGS,Health & Wellness,Sale,-10.99
07/22/2018,07/24/2018,LE GRAND BISTRO,Food & Drink,Sale,-19.60
07/22/2018,07/24/2018,WOODMARK WATERFRONT AD,Entertainment,Sale,-20.92
07/22/2018,07/23/2018,QFC 5820,Groceries,Sale,-7.31
07/23/2018,07/23/2018,Amazon.com,Shopping,Sale,-11.11
07/21/2018,07/22/2018,COSTCO WHSE #1225,Shopping,Sale,-34.01
07/20/2018,07/22/2018,QFC 5820,Groceries,Sale,-2.77
07/21/2018,07/22/2018,QFC 5820,Groceries,Sale,-30.42
07/21/2018,07/22/2018,WAL-MART #3098,Groceries,Sale,-15.96
07/21/2018,07/22/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/20/2018,07/22/2018,Amazon.com,Shopping,Sale,-18.36
07/22/2018,07/22/2018,OLD NAVY US 5655,Shopping,Sale,-20.34
07/21/2018,07/22/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/21/2018,07/22/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/19/2018,07/22/2018,TACO BELL 031340,Food & Drink,Sale,-5.59
07/19/2018,07/20/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-146.24
07/18/2018,07/20/2018,BAI TONG,Food & Drink,Sale,-25.89
07/19/2018,07/20/2018,K1 SPEED  INC - REDMOND,Entertainment,Sale,-4.56
07/18/2018,07/20/2018,QFC 5820,Groceries,Sale,-1.98
07/17/2018,07/19/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
07/19/2018,07/19/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-26.39
07/16/2018,07/18/2018,QFC 5820,Groceries,Sale,-5.58
07/17/2018,07/18/2018,Amazon.com,Shopping,Sale,-10.43
07/17/2018,07/18/2018,Amazon.com,Shopping,Sale,-46.18
07/15/2018,07/17/2018,QFC 5820,Groceries,Sale,-11.48
07/16/2018,07/17/2018,LIVING WELL HEALTH CENT #,Health & Wellness,Sale,-3.03
07/15/2018,07/16/2018,TARGET        00009951,Shopping,Sale,-16.50
07/13/2018,07/16/2018,GYRO TO GO,Food & Drink,Sale,-10.99
07/15/2018,07/16/2018,COSTCO GAS #1225,Gas,Sale,-43.82
07/16/2018,07/16/2018,Amazon.com,Shopping,Sale,-13.99
07/14/2018,07/15/2018,QFC 5820,Groceries,Sale,-59.00
07/14/2018,07/15/2018,WAL-MART #3098,Groceries,Sale,-15.96
07/12/2018,07/15/2018,TACO BELL 031340,Food & Drink,Sale,-10.10
07/11/2018,07/13/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.99
07/11/2018,07/11/2018,TMOBILE*EIP PMT TEL,Bills & Utilities,Sale,-433.35
07/10/2018,07/11/2018,OTO SUSHI REDMOND,Food & Drink,Sale,-14.15
07/10/2018,07/11/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/05/2018,07/10/2018,LA ISLA REDMOND,Food & Drink,Sale,-13.90
07/08/2018,07/10/2018,MOD PIZZA REDMOND 8 BM,Food & Drink,Sale,-9.10
07/08/2018,07/10/2018,SAFEWAY #0464,Groceries,Sale,-7.98
07/08/2018,07/09/2018,QFC #5820,Groceries,Sale,-2.25
07/06/2018,07/09/2018,GYRO TO GO,Food & Drink,Sale,-15.57
07/07/2018,07/09/2018,A EAGLE OUTFTR00021253,Shopping,Sale,-54.95
07/07/2018,07/08/2018,OLD NAVY US 5655,Shopping,Sale,-13.20
07/07/2018,07/08/2018,QFC #5820,Groceries,Sale,-30.61
07/06/2018,07/08/2018,24HOUR FITNESS USA INC,Entertainment,Sale,-43.79
07/07/2018,07/08/2018,WAL-MART #3098,Groceries,Sale,-7.98
07/07/2018,07/08/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/05/2018,07/08/2018,AMERICAN AIR0012197874434,Travel,Return,565.41
07/04/2018,07/06/2018,IKEA SEATTLE,Home,Sale,-322.29
07/04/2018,07/06/2018,QFC #5820,Groceries,Sale,-3.99
07/04/2018,07/06/2018,AMERICAN AIR0012197911946,Travel,Sale,-590.41
07/04/2018,07/06/2018,AMERICAN AIR0012197874434,Travel,Sale,-590.41
07/03/2018,07/05/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
07/04/2018,07/05/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/04/2018,07/05/2018,BEST BUY      00004986,Shopping,Sale,-14.28
07/04/2018,07/05/2018,Rebtel,Bills & Utilities,Sale,-10.00
07/03/2018,07/04/2018,OTO SUSHI REDMOND,Food & Drink,Sale,-14.15
07/02/2018,07/04/2018,QFC #5820,Groceries,Sale,-3.49
07/02/2018,07/03/2018,PUGET SOUND ENERGY,Bills & Utilities,Sale,-24.16
07/01/2018,07/02/2018,TARGET        00009951,Shopping,Sale,-7.58
07/01/2018,07/02/2018,QFC #5820,Groceries,Sale,-2.35
07/01/2018,07/02/2018,DOLLARTREE,Shopping,Sale,-7.70
06/30/2018,07/01/2018,Rebtel,Bills & Utilities,Sale,-10.00
06/28/2018,07/01/2018,TACO BELL 031340,Food & Drink,Sale,-6.58
06/30/2018,07/01/2018,WAL-MART #3098,Groceries,Sale,-15.96
06/30/2018,07/01/2018,QFC #5820,Groceries,Sale,-46.97
06/29/2018,07/01/2018,QFC #5820,Groceries,Sale,-4.23
06/30/2018,07/01/2018,COSTCO GAS #1225,Gas,Sale,-45.06
06/30/2018,07/01/2018,COSTCO WHSE #1225,Shopping,Sale,-50.35
06/30/2018,07/01/2018,Payment Thank You - Web,,Payment,1492.96
06/29/2018,07/01/2018,GYRO TO GO,Food & Drink,Sale,-15.57
06/27/2018,06/29/2018,EZELLS FAMOUS CHICKEN,Food & Drink,Sale,-9.34
06/28/2018,06/28/2018,Rebtel,Bills & Utilities,Sale,-20.00
06/26/2018,06/27/2018,OTO SUSHI REDMOND,Food & Drink,Sale,-16.15
06/25/2018,06/27/2018,QFC #5820,Groceries,Sale,-3.49
06/27/2018,06/27/2018,Rebtel,Bills & Utilities,Sale,-10.00
06/24/2018,06/26/2018,ELEMENT CYCLES,Shopping,Sale,-33.00
06/23/2018,06/25/2018,OLD NAVY US 5655,Shopping,Sale,-17.60
06/24/2018,06/25/2018,TMOBILE POSTPAID WEB,Bills & Utilities,Sale,-190.43
06/24/2018,06/25/2018,Amazon.com,Shopping,Sale,-28.60
06/24/2018,06/25/2018,QFC #5820,Groceries,Sale,-15.33
06/23/2018,06/25/2018,QFC #5820,Groceries,Sale,-18.86
06/23/2018,06/24/2018,WAL-MART #3098,Groceries,Sale,-15.96
06/23/2018,06/24/2018,KUKAI RAMEN &amp; IZAKAYA BEL,Food & Drink,Sale,-19.87
06/21/2018,06/24/2018,TACO BELL 031340,Food & Drink,Sale,-8.46
06/21/2018,06/24/2018,QFC #5820,Groceries,Sale,-4.05
06/22/2018,06/24/2018,GYRO TO GO,Food & Drink,Sale,-14.87
06/23/2018,06/24/2018,SPACE NEEDLE TICKETS,Entertainment,Sale,-39.90
06/20/2018,06/22/2018,THAI 65 CAFE,Food & Drink,Sale,-30.29
06/20/2018,06/21/2018,DOUGH ZONE,Food & Drink,Sale,-23.45
06/20/2018,06/21/2018,OTO SUSHI REDMOND,Food & Drink,Sale,-15.15
06/19/2018,06/21/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
06/18/2018,06/20/2018,QFC #5820,Groceries,Sale,-12.99
06/19/2018,06/20/2018,WAL-MART #3098,Groceries,Sale,-24.88
06/20/2018,06/20/2018,Rebtel,Bills & Utilities,Sale,-10.00
06/17/2018,06/19/2018,QFC #5820,Groceries,Sale,-15.97
06/18/2018,06/19/2018,Rebtel,Bills & Utilities,Sale,-10.00
06/18/2018,06/19/2018,Rebtel,Bills & Utilities,Sale,-10.00
06/18/2018,06/19/2018,Amazon.com,Shopping,Sale,-8.07
06/16/2018,06/18/2018,QFC #5820,Groceries,Sale,-32.37
06/15/2018,06/18/2018,GYRO TO GO,Food & Drink,Sale,-14.79
06/16/2018,06/17/2018,WAL-MART #3098,Groceries,Sale,-15.96
06/16/2018,06/17/2018,AUNTIE ANNE'S WA101,Food & Drink,Sale,-7.37
06/16/2018,06/17/2018,COSTCO GAS #1225,Gas,Sale,-46.24
06/13/2018,06/15/2018,THAI 65 CAFE,Food & Drink,Sale,-12.00
06/14/2018,06/15/2018,DANCEWORKS STUDIO,Entertainment,Sale,-45.00
06/13/2018,06/15/2018,QFC #5820,Groceries,Sale,-8.94
06/12/2018,06/14/2018,KUKAI RAMEN &amp; IZAKAYA BEL,Food & Drink,Sale,-19.42
06/11/2018,06/13/2018,QFC #5820,Groceries,Sale,-9.44
06/11/2018,06/12/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-44.92
06/11/2018,06/12/2018,Rebtel,Bills & Utilities,Sale,-20.00
06/11/2018,06/12/2018,TST* HOMEGROWN 1007,Food & Drink,Sale,-13.15
06/11/2018,06/12/2018,7-ELEVEN 14402,Gas,Sale,-3.29
06/10/2018,06/12/2018,SAFEWAY #0464,Groceries,Sale,-9.02
06/10/2018,06/11/2018,COSTCO WHSE #0008,Shopping,Sale,-13.49
06/09/2018,06/11/2018,TARGET        00009951,Shopping,Sale,-22.97
06/10/2018,06/11/2018,Amazon.com,Shopping,Sale,-28.35
06/09/2018,06/10/2018,WAL-MART #3098,Groceries,Sale,-7.98
06/08/2018,06/10/2018,MS CAFE 50    19097476,Food & Drink,Sale,-9.59
06/09/2018,06/10/2018,QFC #5820,Groceries,Sale,-39.12
06/09/2018,06/10/2018,MACYS  BELLEVUE (WA),Shopping,Sale,-47.15
06/08/2018,06/10/2018,QFC #5820,Groceries,Sale,-7.17
06/08/2018,06/10/2018,Rebtel,Bills & Utilities,Sale,-10.00
06/08/2018,06/10/2018,Rebtel,Bills & Utilities,Sale,-10.00
06/10/2018,06/10/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-37.06
06/09/2018,06/10/2018,AUNTIE ANNE'S WA101,Food & Drink,Sale,-6.48
06/07/2018,06/10/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.95
06/06/2018,06/08/2018,EZELLS FAMOUS CHICKEN,Food & Drink,Sale,-10.44
06/06/2018,06/07/2018,CHIPOTLE 1364,Food & Drink,Sale,-8.80
06/05/2018,06/07/2018,QFC #5820,Groceries,Sale,-5.09
06/05/2018,06/07/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
06/04/2018,06/05/2018,PUGET SOUND ENERGY,Bills & Utilities,Sale,-29.34
06/03/2018,06/05/2018,STARBUCKS STORE 00349,Food & Drink,Sale,-6.33
06/01/2018,06/04/2018,GYRO TO GO,Food & Drink,Sale,-14.87
06/02/2018,06/04/2018,SUBWAY        00027094,Food & Drink,Sale,-8.78
06/02/2018,06/04/2018,QFC #5820,Groceries,Sale,-27.34
06/03/2018,06/04/2018,QFC #5820,Groceries,Sale,-7.98
06/03/2018,06/04/2018,COSTCO WHSE #1225,Shopping,Sale,-70.91
06/02/2018,06/04/2018,SUBWAY        00027094,Food & Drink,Sale,-7.36
05/31/2018,06/03/2018,CHIPOTLE 1364,Food & Drink,Sale,-12.16
06/01/2018,06/03/2018,MACYS  REDMOND,Shopping,Sale,-24.19
05/31/2018,06/03/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.50
05/31/2018,06/03/2018,QFC #5826,Groceries,Sale,-12.27
06/02/2018,06/03/2018,WAL-MART #3098,Groceries,Sale,-15.96
05/31/2018,06/01/2018,AA INFLIGHT VISA FACET 3,Groceries,Sale,-4.00
05/31/2018,06/01/2018,AA INFLIGHT VISA FACET 3,Groceries,Sale,-4.00
06/01/2018,06/01/2018,Rebtel,Bills & Utilities,Sale,-10.00
05/31/2018,06/01/2018,USA*SODEXO  KENT VEND,Food & Drink,Sale,-2.25
05/30/2018,06/01/2018,CHICK FIL A MAIN CLT,Food & Drink,Sale,-10.06
06/01/2018,06/01/2018,Payment Thank You - Web,,Payment,1820.20
05/30/2018,05/31/2018,JAMBA JUICE #613,Food & Drink,Sale,-6.86
05/30/2018,05/31/2018,Rebtel,Bills & Utilities,Sale,-20.00
05/25/2018,05/30/2018,QDOBA 1775,Food & Drink,Sale,-9.79
05/26/2018,05/28/2018,CHICK FIL A MAIN CLT,Food & Drink,Sale,-5.63
05/26/2018,05/28/2018,PARADIES #9704 2102B,Shopping,Sale,-10.71
05/25/2018,05/27/2018,MS CAFE 50    19097476,Food & Drink,Sale,-9.59
05/24/2018,05/27/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.95
05/24/2018,05/25/2018,COSTCO GAS #1225,Gas,Sale,-49.29
05/23/2018,05/25/2018,MS CAFE 50    19097476,Food & Drink,Sale,-5.00
05/25/2018,05/25/2018,Amazon.com,Shopping,Sale,-5.93
05/24/2018,05/25/2018,TMOBILE*POSTPAID PDA,Bills & Utilities,Sale,-189.43
05/23/2018,05/24/2018,Rebtel,Bills & Utilities,Sale,-10.00
05/22/2018,05/24/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
05/22/2018,05/24/2018,52 BARTELL DRUGS,Health & Wellness,Sale,-8.79
05/22/2018,05/24/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
05/21/2018,05/23/2018,AIRPORT PARKING,Travel,Sale,-57.53
05/20/2018,05/22/2018,VERTICAL WORLD-REDMOND,Entertainment,Sale,-23.10
05/20/2018,05/22/2018,JAMBA JUICE 0266 QSR,Food & Drink,Sale,-6.48
05/19/2018,05/21/2018,QFC #5820,Groceries,Sale,-24.29
05/20/2018,05/21/2018,QFC #5820,Groceries,Sale,-43.36
05/19/2018,05/21/2018,JAMBA JUICE 0810 QSR,Food & Drink,Sale,-6.48
05/20/2018,05/21/2018,WAL-MART #3098,Groceries,Sale,-17.70
05/19/2018,05/21/2018,DSW BEAR CREEK VILLAGE,Shopping,Sale,-60.49
05/18/2018,05/21/2018,GYRO TO GO,Food & Drink,Sale,-19.87
05/17/2018,05/20/2018,MS CAFE 50    19097476,Food & Drink,Sale,-7.95
05/17/2018,05/20/2018,PHO HOA  JAZEN TEA,Food & Drink,Sale,-5.65
05/19/2018,05/20/2018,GAP US 1709,Shopping,Sale,-11.00
05/16/2018,05/18/2018,MS CAFE 50    19097476,Food & Drink,Sale,-6.10
05/15/2018,05/17/2018,MS CAFE 50    19097476,Food & Drink,Sale,-0.75
05/15/2018,05/17/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.20
05/15/2018,05/16/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-34.09
05/15/2018,05/16/2018,QFC #5820,Groceries,Sale,-7.11
05/13/2018,05/15/2018,THE HOME DEPOT #4723,Home,Sale,-14.21
05/14/2018,05/15/2018,TARGET        00009951,Shopping,Sale,-8.79
05/14/2018,05/15/2018,Rebtel,Bills & Utilities,Sale,-30.00
05/13/2018,05/14/2018,QFC #5820,Groceries,Sale,-33.31
05/11/2018,05/14/2018,GYRO TO GO,Food & Drink,Sale,-14.87
05/12/2018,05/14/2018,QFC #5820,Groceries,Sale,-2.99
05/10/2018,05/13/2018,LAZ PARKING 780115,Travel,Sale,-6.00
05/12/2018,05/13/2018,WAL-MART #3098,Groceries,Sale,-32.92
05/10/2018,05/13/2018,MS CAFE 50    19097476,Food & Drink,Sale,-5.95
05/11/2018,05/13/2018,QFC #5820,Groceries,Sale,-4.99
05/11/2018,05/13/2018,Rebtel,Bills & Utilities,Sale,-10.00
05/12/2018,05/13/2018,WHOLEFDS RMD 10260,Groceries,Sale,-10.88
05/09/2018,05/11/2018,MS CAFE 50    19097476,Food & Drink,Sale,-6.72
05/10/2018,05/11/2018,MCDONALD'S F5217,Food & Drink,Sale,-10.77
05/08/2018,05/10/2018,MS CAFE 50    19097476,Food & Drink,Sale,-8.85
05/06/2018,05/07/2018,DICKSSPORTINGGOODS1331,Shopping,Sale,-50.58
05/05/2018,05/07/2018,IKEA SEATTLE,Home,Sale,-10.99
05/05/2018,05/07/2018,QFC #5820,Groceries,Sale,-56.51
05/06/2018,05/07/2018,DICKSSPORTINGGOODS1331,Shopping,Return,25.30
05/06/2018,05/07/2018,QFC #5820,Groceries,Sale,-18.07
05/05/2018,05/07/2018,AMERICAN AIR0012187515288,Travel,Sale,-634.91
05/06/2018,05/07/2018,AMAZON MKTPLACE PMTS,Shopping,Sale,-18.69
05/06/2018,05/07/2018,OLD NAVY US 5655,Shopping,Sale,-70.93
05/06/2018,05/07/2018,COSTCO WHSE #0008,Shopping,Sale,-29.77
05/05/2018,05/06/2018,WAL-MART #3098,Groceries,Sale,-18.59
05/05/2018,05/06/2018,COSTCO GAS #1225,Gas,Sale,-47.14
